lakeid,lakename,year4,daynum,sampledate,depth,depth_id,dic,primary_prod_rep1,primary_prod_rep2,chla,phaeo,chla_lt_35um,phaeo_lt_35um,alk_phosphatase
"M","Crampton",2006,157,2006-06-06,5.50,5,,,,2.6000,6.5900,,,
"M","Crampton",2006,157,2006-06-06,8.50,6,,,,12.9700,17.2900,,,
"M","Crampton",2006,172,2006-06-21,0.00,1,0.3700,,,1.5900,2.7100,,,
"M","Crampton",2006,172,2006-06-21,0.90,2,0.3500,,,1.9600,2.8600,,,
"M","Crampton",2006,172,2006-06-21,2.20,3,0.3700,,,1.6700,2.4300,,,
"M","Crampton",2006,172,2006-06-21,4.10,4,0.4100,,,3.1200,7.0400,,,
"M","Crampton",2006,172,2006-06-21,5.40,5,0.4700,,,4.7400,10.1200,,,
"M","Crampton",2006,172,2006-06-21,8.10,6,1.2200,,,13.2800,16.2600,,,
"M","Crampton",2006,172,2006-06-21,12.00,7,3.6900,,,,,,,
"M","Crampton",2006,186,2006-07-05,0.00,1,,,,1.7400,3.4000,,,
"M","Crampton",2006,186,2006-07-05,1.40,2,,,,1.7800,4.7200,,,
"M","Crampton",2006,186,2006-07-05,2.50,3,,,,1.8800,3.8700,,,
"M","Crampton",2006,186,2006-07-05,4.30,4,,,,3.3400,10.8000,,,
"M","Crampton",2006,186,2006-07-05,5.30,5,,,,4.6800,12.7700,,,
"M","Crampton",2006,186,2006-07-05,7.60,6,,,,11.6100,18.6100,,,
"M","Crampton",2006,200,2006-07-19,0.00,1,0.4000,,,1.4900,3.1700,,,
"M","Crampton",2006,200,2006-07-19,1.10,2,0.3800,,,1.9400,3.7700,,,
"M","Crampton",2006,200,2006-07-19,2.50,3,0.3600,,,1.7000,3.4100,,,
"M","Crampton",2006,200,2006-07-19,4.40,4,0.4100,,,2.5100,5.9300,,,
"M","Crampton",2006,200,2006-07-19,5.40,5,0.5300,,,3.1000,8.4000,,,
"M","Crampton",2006,200,2006-07-19,7.80,6,0.7900,,,4.7000,10.5200,,,
"M","Crampton",2006,200,2006-07-19,12.00,7,4.6800,,,,,,,
"M","Crampton",2006,213,2006-08-01,0.00,1,0.3300,,,6.2200,11.3200,,,
"M","Crampton",2006,213,2006-08-01,0.90,2,,,,6.3500,11.0100,,,
"M","Crampton",2006,213,2006-08-01,2.10,3,,,,6.8500,11.5900,,,
"M","Crampton",2006,213,2006-08-01,4.00,4,,,,7.0900,13.5000,,,
"M","Crampton",2006,213,2006-08-01,5.20,5,,,,7.7700,16.4000,,,
"M","Crampton",2006,213,2006-08-01,7.40,6,,,,9.8200,20.9200,,,
"M","Crampton",2006,228,2006-08-16,0.00,1,0.4300,,,2.7300,5.4700,,,
"M","Crampton",2006,228,2006-08-16,1.00,2,0.4000,,,2.4600,5.1300,,,
"M","Crampton",2006,228,2006-08-16,2.30,3,0.3900,,,3.1000,6.2200,,,
"M","Crampton",2006,228,2006-08-16,4.30,4,0.3900,,,2.9600,5.9300,,,
"M","Crampton",2006,228,2006-08-16,5.60,5,0.6200,,,4.2900,8.2400,,,
"M","Crampton",2006,228,2006-08-16,7.80,6,1.7700,,,18.3400,19.8500,,,
"M","Crampton",2006,228,2006-08-16,12.00,7,5.8500,,,,,,,
"M","Crampton",2006,239,2006-08-27,0.00,1,,,,4.1900,6.2000,,,
"M","Crampton",2006,239,2006-08-27,0.90,2,,,,4.4000,6.3400,,,
"M","Crampton",2006,239,2006-08-27,2.10,3,,,,4.3100,6.4300,,,
"M","Crampton",2006,239,2006-08-27,3.80,4,,,,3.8300,6.1100,,,
"M","Crampton",2006,239,2006-08-27,5.20,5,,,,3.6700,5.8200,,,
"M","Crampton",2006,239,2006-08-27,7.40,6,,,,11.1100,14.2500,,,
"M","Crampton  ",2007,144,2007-05-24,0.00,1,,,,4.6200,4.8800,,,
"M","Crampton",2007,151,2007-05-31,0.00,1,,,,3.0300,3.6500,,,
"M","Crampton",2007,158,2007-06-07,0.00,1,,,,3.3900,4.1500,,,
"M","Crampton",2007,165,2007-06-14,0.00,1,,,,2.8800,3.0100,,,
"M","Crampton",2007,172,2007-06-21,0.00,1,,,,4.8400,6.0800,,,
"M","Crampton",2007,179,2007-06-28,0.00,1,,,,4.7800,5.9000,,,
"M","Crampton",2007,186,2007-07-05,0.00,1,,,,3.0300,4.7400,,,
"M","Crampton",2007,192,2007-07-11,0.00,1,,,,3.6300,5.8000,,,
"M","Crampton",2007,200,2007-07-19,0.00,1,,,,3.2100,5.3500,,,
"M","Crampton",2007,206,2007-07-25,0.00,1,,,,2.8100,4.7300,,,
"M","Crampton",2007,214,2007-08-02,0.00,1,,,,3.2900,5.9000,,,
"M","Crampton",2007,221,2007-08-09,0.00,1,,,,2.8100,5.6700,,,
"M","Crampton",2007,227,2007-08-15,0.00,1,,,,5.2300,8.4400,,,
"M","Crampton",2007,235,2007-08-23,0.00,1,,,,4.5200,6.6100,,,
"R","Peter",2000,145,2000-05-24,0.00,1,1.7300,,,9.3400,7.4200,8.5300,-3.1700,
"R","Peter",2000,145,2000-05-24,0.90,2,1.7900,,,8.7400,8.0200,7.2300,-1.8700,
"R","Peter",2000,145,2000-05-24,1.70,3,1.9000,,,8.7000,8.0600,7.1700,-1.8000,
"R","Peter",2000,145,2000-05-24,3.00,4,1.7900,,,9.8100,10.3000,7.3400,-1.0800,
"R","Peter",2000,145,2000-05-24,3.70,5,1.7900,,,11.4900,15.3300,8.3600,3.9300,
"R","Peter",2000,145,2000-05-24,5.20,6,1.7300,,,14.7900,-2.1200,16.0400,14.5100,
"R","Peter",2000,178,2000-06-26,0.00,1,2.0300,,,7.7200,7.9200,6.8600,7.4400,
"R","Peter",2000,178,2000-06-26,0.70,2,1.7700,,,7.7600,7.8800,6.5500,6.8600,
"R","Peter",2000,178,2000-06-26,1.70,3,1.7500,,,7.5900,8.0500,6.1400,7.7100,
"R","Peter",2000,178,2000-06-26,2.90,4,1.6000,,,8.7000,12.5300,5.4400,9.5400,
"R","Peter",2000,178,2000-06-26,3.70,5,1.9600,,,10.1800,18.1300,5.5500,13.1700,
"R","Peter",2000,178,2000-06-26,5.50,6,1.9100,,,25.7600,58.0500,22.6900,53.3000,
"R","Peter",2000,206,2000-07-24,0.00,1,1.4600,,,20.1400,12.7600,9.0800,10.8900,
"R","Peter",2000,206,2000-07-24,0.60,2,1.3300,,,20.0200,13.6600,8.8100,11.1600,
"R","Peter",2000,206,2000-07-24,1.10,3,1.4100,,,21.2100,15.6000,9.1200,11.4400,
"R","Peter",2000,206,2000-07-24,1.80,4,1.4400,,,21.1500,14.8700,9.2100,11.9300,
"R","Peter",2000,206,2000-07-24,2.40,5,1.4500,,,20.5800,15.8300,7.1900,11.0400,
"R","Peter",2000,206,2000-07-24,3.30,6,1.5900,,,20.0500,18.1300,6.3700,11.3100,
"R","Peter",2000,234,2000-08-21,0.00,1,0.9100,,,33.5600,35.3600,25.2100,40.5800,
"R","Peter",2000,234,2000-08-21,0.45,2,0.8100,,,34.5200,37.5400,25.8400,36.4200,
"R","Peter",2000,234,2000-08-21,0.90,3,0.8700,,,36.3800,43.5100,24.7200,33.4300,
"R","Peter",2000,234,2000-08-21,1.60,4,0.8500,,,34.4000,35.3100,25.8400,37.0100,
"R","Peter",2000,234,2000-08-21,2.10,5,0.8900,,,35.0600,40.1300,33.8600,45.2500,
"R","Peter",2000,234,2000-08-21,3.60,6,3.1000,,,15.7600,19.5900,10.2800,16.8200,
"R","Peter",2001,149,2001-05-29,0.00,1,1.5700,,,4.1400,9.3900,,,
"R","Peter",2001,149,2001-05-29,0.90,2,1.6000,,,4.4600,9.9000,,,
"R","Peter",2001,149,2001-05-29,1.70,3,1.6800,,,4.4400,10.3400,,,
"R","Peter",2001,149,2001-05-29,2.90,4,2.0600,,,5.6200,14.1900,,,
"R","Peter",2001,149,2001-05-29,3.90,5,1.7500,,,6.3000,16.2000,,,
"R","Peter",2001,149,2001-05-29,6.00,6,5.7600,,,19.0100,29.2800,,,
"R","Peter",2001,149,2001-05-29,12.00,7,8.6700,,,,,,,
"R","Peter",2001,156,2001-06-05,0.00,1,1.5800,,,7.4400,9.5700,,,
"R","Peter",2001,156,2001-06-05,0.60,2,1.5400,,,9.1000,11.0200,,,
"R","Peter",2001,156,2001-06-05,1.40,3,1.6500,,,8.8500,10.6000,,,
"R","Peter",2001,156,2001-06-05,2.60,4,1.6700,,,7.3700,12.1500,,,
"R","Peter",2001,156,2001-06-05,3.70,5,1.6900,,,8.7600,15.2300,,,
"R","Peter",2001,156,2001-06-05,6.00,6,4.7200,,,9.7200,23.1900,,,
"R","Peter",2001,156,2001-06-05,12.00,7,9.9000,,,,,,,
"R","Peter",2001,163,2001-06-12,0.00,1,1.6200,,,4.7200,4.7700,,,
"R","Peter",2001,163,2001-06-12,0.60,2,1.6500,,,5.3900,5.2100,,,
"R","Peter",2001,163,2001-06-12,1.60,3,1.5100,,,5.5700,5.4400,,,
"R","Peter",2001,163,2001-06-12,2.60,4,1.5800,,,9.8000,8.9700,,,
"R","Peter",2001,163,2001-06-12,3.60,5,1.7000,,,20.1800,22.7400,,,
"R","Peter",2001,163,2001-06-12,5.90,6,3.3900,,,15.8700,26.8000,,,
"R","Peter",2001,163,2001-06-12,12.00,7,9.4300,,,,,,,
"R","Peter",2001,170,2001-06-19,0.00,1,1.6600,,,2.7300,2.7100,,,
"R","Peter",2001,170,2001-06-19,0.70,2,1.6800,,,3.1300,3.1500,,,
"R","Peter",2001,170,2001-06-19,1.50,3,1.7100,,,2.7300,2.8500,,,
"R","Peter",2001,170,2001-06-19,3.00,4,1.6200,,,10.4600,8.3200,,,
"R","Peter",2001,170,2001-06-19,4.10,5,1.8800,,,12.9400,21.0400,,,
"R","Peter",2001,170,2001-06-19,6.10,6,4.7200,,,17.3000,33.6700,,,
"R","Peter",2001,170,2001-06-19,12.00,7,10.0200,,,,,,,
"R","Peter",2001,177,2001-06-26,0.00,1,1.7400,,,1.4600,1.1900,,,
"R","Peter",2001,177,2001-06-26,0.90,2,1.7100,,,2.2200,1.6900,,,
"R","Peter",2001,177,2001-06-26,1.70,3,1.7600,,,2.9700,2.8900,,,
"R","Peter",2001,177,2001-06-26,3.00,4,1.9800,,,12.9700,6.4800,,,
"R","Peter",2001,177,2001-06-26,4.00,5,1.8800,,,4.1800,5.4900,,,
"R","Peter",2001,177,2001-06-26,6.20,6,4.1700,,,13.6600,29.3000,,,
"R","Peter",2001,177,2001-06-26,12.00,7,9.9700,,,,,,,
"R","Peter",2001,184,2001-07-03,0.00,1,1.8200,,,2.2500,3.3300,,,
"R","Peter",2001,184,2001-07-03,0.50,2,1.7900,,,2.3700,3.2100,,,
"R","Peter",2001,184,2001-07-03,1.20,3,1.8000,,,2.0900,2.9300,,,
"R","Peter",2001,184,2001-07-03,2.70,4,1.8000,,,3.9800,4.3800,,,
"R","Peter",2001,184,2001-07-03,3.90,5,1.8200,,,16.5600,10.2700,,,
"R","Peter",2001,184,2001-07-03,6.50,6,5.3800,,,15.5400,41.9200,,,
"R","Peter",2001,184,2001-07-03,12.00,7,10.6900,,,,,,,
"R","Peter",2001,191,2001-07-10,0.00,1,1.5500,,,2.3600,2.3800,,,
"R","Peter",2001,191,2001-07-10,0.80,2,1.6400,,,2.9500,2.7700,,,
"R","Peter",2001,191,2001-07-10,1.50,3,1.7300,,,2.2000,2.1300,,,
"R","Peter",2001,191,2001-07-10,2.90,4,1.6500,,,3.7200,3.3900,,,
"R","Peter",2001,191,2001-07-10,3.90,5,1.8400,,,1.9300,2.9300,,,
"R","Peter",2001,191,2001-07-10,6.10,6,4.1300,,,15.0200,19.2900,,,
"R","Peter",2001,191,2001-07-10,12.00,7,9.4400,,,,,,,
"R","Peter",2001,198,2001-07-17,0.00,1,1.6000,,,2.4900,2.2500,,,
"R","Peter",2001,198,2001-07-17,0.70,2,1.6900,,,3.2500,2.7500,,,
"R","Peter",2001,198,2001-07-17,1.50,3,1.6800,,,3.0700,2.2300,,,
"R","Peter",2001,198,2001-07-17,3.00,4,2.0400,,,2.1500,2.4500,,,
"R","Peter",2001,198,2001-07-17,4.20,5,2.2700,,,3.8800,3.9300,,,
"R","Peter",2001,198,2001-07-17,6.70,6,5.9600,,,44.1400,51.0800,,,
"R","Peter",2001,198,2001-07-17,12.00,7,9.4800,,,,,,,
"R","Peter",2001,205,2001-07-24,0.00,1,1.7300,,,2.0300,2.2900,,,
"R","Peter",2001,205,2001-07-24,0.90,2,1.7800,,,2.0300,2.5700,,,
"R","Peter",2001,205,2001-07-24,1.80,3,1.7700,,,2.4200,2.6100,,,
"R","Peter",2001,205,2001-07-24,3.00,4,2.0000,,,5.1300,5.8800,,,
"R","Peter",2001,205,2001-07-24,4.10,5,2.2900,,,4.3600,5.1200,,,
"R","Peter",2001,205,2001-07-24,6.30,6,5.7500,,,16.7900,31.4900,,,
"R","Peter",2001,205,2001-07-24,12.00,7,11.2200,,,,,,,
"R","Peter",2001,212,2001-07-31,0.00,1,1.8600,,,2.6600,3.9000,,,
"R","Peter",2001,212,2001-07-31,0.75,2,1.9000,,,3.6100,5.0400,,,
"R","Peter",2001,212,2001-07-31,1.70,3,1.9600,,,3.6300,5.0200,,,
"R","Peter",2001,212,2001-07-31,3.30,4,2.1900,,,4.3900,5.3700,,,
"R","Peter",2001,212,2001-07-31,4.30,5,2.8900,,,7.3200,9.0000,,,
"R","Peter",2001,212,2001-07-31,6.50,6,4.2700,,,10.9600,22.7900,,,
"R","Peter",2001,212,2001-07-31,12.00,7,11.3500,,,,,,,
"R","Peter",2001,219,2001-08-07,0.00,1,1.5300,,,2.2400,2.3600,,,
"R","Peter",2001,219,2001-08-07,0.80,2,1.6500,,,2.3000,2.4400,,,
"R","Peter",2001,219,2001-08-07,1.60,3,1.6600,,,3.5900,3.6700,,,
"R","Peter",2001,219,2001-08-07,3.00,4,1.8500,,,5.4300,5.8700,,,
"R","Peter",2001,219,2001-08-07,3.90,5,2.0800,,,6.7500,6.2200,,,
"R","Peter",2001,219,2001-08-07,6.20,6,5.2300,,,19.2100,23.7100,,,
"R","Peter",2001,219,2001-08-07,12.00,7,10.3100,,,,,,,
"R","Peter",2001,226,2001-08-14,0.00,1,1.7600,,,2.5700,3.8400,,,
"R","Peter",2001,226,2001-08-14,0.75,2,1.8200,,,3.9200,4.8700,,,
"R","Peter",2001,226,2001-08-14,1.70,3,1.7300,,,3.8900,4.7600,,,
"R","Peter",2001,226,2001-08-14,2.90,4,1.7600,,,4.2500,4.6800,,,
"R","Peter",2001,226,2001-08-14,4.00,5,2.3600,,,9.5500,9.8900,,,
"R","Peter",2001,226,2001-08-14,6.10,6,5.4400,,,18.1000,22.1400,,,
"R","Peter",2001,226,2001-08-14,12.00,7,10.7700,,,,,,,
"R","Peter",2001,233,2001-08-21,0.00,1,1.6400,,,3.0800,2.9100,,,
"R","Peter",2001,233,2001-08-21,0.70,2,1.7100,,,3.1400,3.0000,,,
"R","Peter",2001,233,2001-08-21,1.70,3,1.7100,,,3.5700,2.9900,,,
"R","Peter",2001,233,2001-08-21,3.00,4,1.7200,,,3.8800,4.2100,,,
"R","Peter",2001,233,2001-08-21,4.00,5,2.6000,,,5.5100,6.9000,,,
"R","Peter",2001,233,2001-08-21,5.90,6,5.0500,,,13.6300,12.5300,,,
"R","Peter",2001,233,2001-08-21,12.00,7,10.2300,,,,,,,
"R","Peter",2001,240,2001-08-28,0.00,1,1.5300,,,3.6000,4.4900,,,
"R","Peter",2001,240,2001-08-28,0.70,2,1.6200,,,4.1000,4.9700,,,
"R","Peter",2001,240,2001-08-28,1.70,3,1.7500,,,4.5100,5.4000,,,
"R","Peter",2001,240,2001-08-28,3.00,4,1.6400,,,3.7000,4.5300,,,
"R","Peter",2001,240,2001-08-28,4.00,5,2.0500,,,6.5800,7.7900,,,
"R","Peter",2001,240,2001-08-28,6.00,6,4.5300,,,16.5600,16.1700,,,
"R","Peter",2001,240,2001-08-28,12.00,7,11.2500,,,,,,,
"R","Peter",2002,148,2002-05-28,0.00,1,1.7700,,,9.9300,8.7100,,,
"R","Peter",2002,148,2002-05-28,0.75,2,1.8000,,,9.8200,8.2300,,,
"R","Peter",2002,148,2002-05-28,1.50,3,1.7500,,,8.1200,7.3600,,,
"R","Peter",2002,148,2002-05-28,2.50,4,1.6400,,,13.3500,11.6400,,,
"R","Peter",2002,148,2002-05-28,3.30,5,1.5800,,,20.9000,14.8800,,,
"R","Peter",2002,148,2002-05-28,5.00,6,1.9100,,,50.7600,20.7900,,,
"R","Peter",2002,148,2002-05-28,0.00,7,8.0200,,,,,,,
"R","Peter",2002,154,2002-06-03,0.00,1,1.5000,,,8.8700,10.1700,,,
"R","Peter",2002,154,2002-06-03,0.75,2,1.5500,,,8.0800,9.3700,,,
"R","Peter",2002,154,2002-06-03,1.40,3,1.6300,,,7.8500,9.4000,,,
"R","Peter",2002,154,2002-06-03,2.50,4,1.3300,,,10.6500,14.7400,,,
"R","Peter",2002,154,2002-06-03,3.40,5,0.9200,,,26.4200,30.4500,,,
"R","Peter",2002,154,2002-06-03,5.00,6,2.0300,,,86.3000,42.1100,,,
"R","Peter",2002,154,2002-06-03,0.00,7,7.3700,,,,,,,
"R","Peter",2002,161,2002-06-10,0.00,1,1.2300,,,15.9300,18.9200,,,
"R","Peter",2002,161,2002-06-10,0.75,2,1.2600,,,14.0100,17.1800,,,
"R","Peter",2002,161,2002-06-10,1.40,3,1.1600,,,16.6500,20.0400,,,
"R","Peter",2002,161,2002-06-10,2.30,4,1.0800,,,24.1800,27.1900,,,
"R","Peter",2002,161,2002-06-10,3.00,5,0.9800,,,32.6600,37.0500,,,
"R","Peter",2002,161,2002-06-10,4.50,6,1.1100,,,97.6700,78.4400,,,
"R","Peter",2002,161,2002-06-10,0.00,7,7.7600,,,,,,,
"R","Peter",2002,168,2002-06-17,0.00,1,1.2200,,,9.9500,17.2300,,,
"R","Peter",2002,168,2002-06-17,0.50,1,1.4400,,,,,,,
"R","Peter",2002,168,2002-06-17,0.60,2,1.2500,,,6.8100,14.0200,,,
"R","Peter",2002,168,2002-06-17,1.20,3,1.1700,,,8.3600,15.4400,,,
"R","Peter",2002,168,2002-06-17,2.10,4,1.1200,,,13.3400,22.9700,,,
"R","Peter",2002,168,2002-06-17,2.80,5,0.9700,,,30.1800,45.9500,,,
"R","Peter",2002,168,2002-06-17,4.20,6,1.5000,,,81.5000,54.2500,,,
"R","Peter",2002,168,2002-06-17,0.00,7,7.9500,,,,,,,
"R","Peter",2002,169,2002-06-18,0.50,1,1.4100,,,,,,,
"R","Peter",2002,170,2002-06-19,0.50,1,1.7100,,,,,,,
"R","Peter",2002,171,2002-06-20,0.50,1,1.6000,,,,,,,
"R","Peter",2002,172,2002-06-21,0.50,1,1.6400,,,,,,,
"R","Peter",2002,173,2002-06-22,0.00,1,1.6400,,,,,,,
"R","Peter",2002,174,2002-06-23,0.00,1,1.7700,,,,,,,
"R","Peter",2002,175,2002-06-24,0.00,1,1.4900,,,17.2100,24.0600,,,
"R","Peter",2002,175,2002-06-24,0.00,1,1.5800,,,,,,,
"R","Peter",2002,175,2002-06-24,0.60,2,1.4400,,,16.0900,25.1800,,,
"R","Peter",2002,175,2002-06-24,1.00,3,1.5300,,,16.8900,22.5500,,,
"R","Peter",2002,175,2002-06-24,2.10,4,1.5600,,,15.0500,22.5600,,,
"R","Peter",2002,175,2002-06-24,3.10,5,1.2700,,,11.9100,22.6000,,,
"R","Peter",2002,175,2002-06-24,4.70,6,1.5500,,,107.6000,59.3400,,,
"R","Peter",2002,175,2002-06-24,0.00,7,8.0000,,,,,,,
"R","Peter",2002,176,2002-06-25,0.00,1,1.3000,,,,,,,
"R","Peter",2002,177,2002-06-26,0.00,1,0.9800,,,,,,,
"R","Peter",2002,178,2002-06-27,0.00,1,0.8200,,,,,,,
"R","Peter",2002,179,2002-06-28,0.00,1,0.5400,,,,,,,
"R","Peter",2002,180,2002-06-29,0.00,1,0.5700,,,,,,,
"R","Peter",2002,181,2002-06-30,0.00,1,0.7100,,,,,,,
"R","Peter",2002,182,2002-07-01,0.00,1,0.5900,,,47.4300,55.6400,,,
"R","Peter",2002,182,2002-07-01,0.00,1,0.6900,,,,,,,
"R","Peter",2002,182,2002-07-01,0.45,2,0.5800,,,46.3400,59.1200,,,
"R","Peter",2002,182,2002-07-01,0.90,3,0.5500,,,46.1300,59.3400,,,
"R","Peter",2002,182,2002-07-01,1.50,4,0.2700,,,50.0300,77.0100,,,
"R","Peter",2002,182,2002-07-01,2.00,5,0.4800,,,45.2600,65.0000,,,
"R","Peter",2002,182,2002-07-01,3.70,6,1.7900,,,26.0100,43.2900,,,
"R","Peter",2002,182,2002-07-01,0.00,7,7.9500,,,,,,,
"R","Peter",2002,183,2002-07-02,0.00,1,0.6800,,,,,,,
"R","Peter",2002,184,2002-07-03,0.00,1,0.6400,,,,,,,
"R","Peter",2002,185,2002-07-04,0.00,1,0.5600,,,,,,,
"R","Peter",2002,186,2002-07-05,0.00,1,0.7900,,,,,,,
"R","Peter",2002,187,2002-07-06,0.00,1,0.9700,,,,,,,
"R","Peter",2002,188,2002-07-07,0.00,1,1.1800,,,,,,,
"R","Peter",2002,189,2002-07-08,0.00,1,1.5100,,,13.2600,21.3800,,,
"R","Peter",2002,189,2002-07-08,0.00,1,1.3000,,,,,,,
"R","Peter",2002,189,2002-07-08,0.70,2,1.5200,,,12.6100,20.1900,,,
"R","Peter",2002,189,2002-07-08,1.30,3,1.5200,,,16.7600,32.1800,,,
"R","Peter",2002,189,2002-07-08,2.10,4,0.9600,,,16.3400,32.3300,,,
"R","Peter",2002,189,2002-07-08,3.00,5,1.5700,,,17.5100,32.6400,,,
"R","Peter",2002,189,2002-07-08,4.80,6,2.2600,,,12.0400,37.6800,,,
"R","Peter",2002,189,2002-07-08,0.00,7,8.1600,,,,,,,
"R","Peter",2002,190,2002-07-09,0.00,1,1.5000,,,,,,,
"R","Peter",2002,191,2002-07-10,0.00,1,1.3800,,,,,,,
"R","Peter",2002,192,2002-07-11,0.00,1,1.2300,,,,,,,
"R","Peter",2002,193,2002-07-12,0.00,1,0.9800,,,,,,,
"R","Peter",2002,194,2002-07-13,0.00,1,0.6800,,,,,,,
"R","Peter",2002,195,2002-07-14,0.00,1,0.5800,,,,,,,
"R","Peter",2002,196,2002-07-15,0.00,1,0.4800,,,35.9700,63.0900,,,
"R","Peter",2002,196,2002-07-15,0.00,1,0.5600,,,,,,,
"R","Peter",2002,196,2002-07-15,0.60,2,0.4700,,,37.7900,67.3900,,,
"R","Peter",2002,196,2002-07-15,1.00,3,0.4800,,,36.7200,69.6800,,,
"R","Peter",2002,196,2002-07-15,1.80,4,0.5600,,,40.6700,93.8600,,,
"R","Peter",2002,196,2002-07-15,2.40,5,0.9600,,,38.5300,91.1000,,,
"R","Peter",2002,196,2002-07-15,4.20,6,1.9300,,,18.9400,36.0800,,,
"R","Peter",2002,196,2002-07-15,0.00,7,7.8800,,,,,,,
"R","Peter",2002,197,2002-07-16,0.00,1,0.5200,,,,,,,
"R","Peter",2002,198,2002-07-17,0.00,1,0.4700,,,,,,,
"R","Peter",2002,199,2002-07-18,0.00,1,,,,48.6800,112.7600,,,
"R","Peter",2002,199,2002-07-18,0.00,1,0.3900,,,,,,,
"R","Peter",2002,199,2002-07-18,0.60,2,,,,50.4900,118.2800,,,
"R","Peter",2002,199,2002-07-18,1.00,3,,,,53.6900,133.4200,,,
"R","Peter",2002,199,2002-07-18,1.80,4,,,,61.2700,141.7400,,,
"R","Peter",2002,199,2002-07-18,2.40,5,,,,51.8800,153.5800,,,
"R","Peter",2002,199,2002-07-18,4.20,6,,,,24.2200,48.2500,,,
"R","Peter",2002,199,2002-07-18,0.00,7,,,,,,,,
"R","Peter",2002,200,2002-07-19,0.00,1,0.3100,,,,,,,
"R","Peter",2002,201,2002-07-20,0.00,1,0.2400,,,,,,,
"R","Peter",2002,203,2002-07-22,0.00,1,0.3000,,,66.0700,156.5100,,,
"R","Peter",2002,203,2002-07-22,0.00,1,0.2200,,,,,,,
"R","Peter",2002,203,2002-07-22,0.50,2,0.3500,,,67.6800,163.4700,,,
"R","Peter",2002,203,2002-07-22,0.95,3,0.3100,,,67.3600,161.3400,,,
"R","Peter",2002,203,2002-07-22,1.60,4,0.4200,,,68.4200,165.1600,,,
"R","Peter",2002,203,2002-07-22,2.00,5,0.2800,,,71.0900,207.7500,,,
"R","Peter",2002,203,2002-07-22,3.60,6,1.9700,,,30.3700,79.6600,,,
"R","Peter",2002,203,2002-07-22,0.00,7,7.9800,,,,,,,
"R","Peter",2002,204,2002-07-23,0.00,1,0.2900,,,,,,,
"R","Peter",2002,205,2002-07-24,0.00,1,0.2200,,,,,,,
"R","Peter",2002,206,2002-07-25,0.00,1,0.1900,,,,,,,
"R","Peter",2002,207,2002-07-26,0.00,1,0.2300,,,,,,,
"R","Peter",2002,210,2002-07-29,0.00,1,0.2900,,,92.9000,187.5300,,,
"R","Peter",2002,210,2002-07-29,0.00,1,0.2600,,,,,,,
"R","Peter",2002,210,2002-07-29,0.30,2,0.2900,,,95.5000,187.3300,,,
"R","Peter",2002,210,2002-07-29,0.70,3,0.3200,,,94.8500,197.5700,,,
"R","Peter",2002,210,2002-07-29,1.10,4,0.2800,,,90.3000,204.5100,,,
"R","Peter",2002,210,2002-07-29,1.60,5,0.2700,,,89.6600,219.5500,,,
"R","Peter",2002,210,2002-07-29,2.90,6,1.2300,,,62.3400,187.1500,,,
"R","Peter",2002,210,2002-07-29,0.00,7,8.1400,,,,,,,
"R","Peter",2002,211,2002-07-30,0.00,1,0.2300,,,,,,,
"R","Peter",2002,212,2002-07-31,0.00,1,0.3000,,,,,,,
"R","Peter",2002,213,2002-08-01,0.00,1,0.3100,,,,,,,
"R","Peter",2002,214,2002-08-02,0.00,1,0.2600,,,,,,,
"R","Peter",2002,217,2002-08-05,0.00,1,0.2700,,,69.8100,201.6900,,,
"R","Peter",2002,217,2002-08-05,0.00,1,0.2400,,,,,,,
"R","Peter",2002,217,2002-08-05,0.40,2,0.2700,,,72.3700,206.4600,,,
"R","Peter",2002,217,2002-08-05,0.85,3,0.2900,,,71.4100,205.5900,,,
"R","Peter",2002,217,2002-08-05,1.40,4,0.3400,,,73.1700,203.8300,,,
"R","Peter",2002,217,2002-08-05,1.90,5,0.3700,,,73.9700,201.1900,,,
"R","Peter",2002,217,2002-08-05,3.30,6,1.1800,,,64.2600,204.7900,,,
"R","Peter",2002,217,2002-08-05,0.00,7,8.9100,,,,,,,
"R","Peter",2002,218,2002-08-06,0.00,1,0.2600,,,,,,,
"R","Peter",2002,219,2002-08-07,0.00,1,0.2600,,,,,,,
"R","Peter",2002,220,2002-08-08,0.00,1,0.2200,,,,,,,
"R","Peter",2002,221,2002-08-09,0.00,1,0.2600,,,,,,,
"R","Peter",2002,224,2002-08-12,0.00,1,0.2200,,,101.1900,221.6700,,,
"R","Peter",2002,224,2002-08-12,0.00,1,0.2600,,,,,,,
"R","Peter",2002,224,2002-08-12,0.50,2,0.2800,,,98.1500,213.7100,,,
"R","Peter",2002,224,2002-08-12,0.90,3,0.2600,,,95.1100,220.4200,,,
"R","Peter",2002,224,2002-08-12,1.60,4,0.2300,,,95.9100,254.4700,,,
"R","Peter",2002,224,2002-08-12,2.10,5,0.2500,,,95.9100,276.4800,,,
"R","Peter",2002,224,2002-08-12,3.90,6,1.8900,,,59.3500,146.1100,,,
"R","Peter",2002,224,2002-08-12,0.00,7,8.4100,,,,,,,
"R","Peter",2002,225,2002-08-13,0.00,1,0.3300,,,,,,,
"R","Peter",2002,226,2002-08-14,0.00,1,0.2400,,,,,,,
"R","Peter",2002,227,2002-08-15,0.00,1,0.2300,,,,,,,
