lakename,year4,sampledate,daynum,species
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-23,235,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"TUESDAY",1986,1986-08-23,235,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-23,235,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-23,235,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-23,235,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-23,235,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-24,236,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-24,236,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-24,236,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-24,236,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-24,236,"LARGEMOUTHBASS"
"PETER",1986,1986-08-25,237,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-25,237,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-25,237,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-25,237,"LARGEMOUTHBASS"
"PAUL",1986,1986-08-25,237,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-25,237,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-25,237,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-25,237,"LARGEMOUTHBASS"
"TUESDAY",1986,1986-08-25,237,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-18,138,"LARGEMOUTHBASS"
"PETER",1987,1987-05-19,139,"LARGEMOUTHBASS"
"PETER",1987,1987-05-19,139,"LARGEMOUTHBASS"
"PETER",1987,1987-05-19,139,"LARGEMOUTHBASS"
"PETER",1987,1987-05-19,139,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-19,139,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-19,139,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-19,139,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-20,140,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-20,140,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-20,140,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-20,140,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-20,140,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-21,141,"LARGEMOUTHBASS"
"PAUL",1987,1987-05-21,141,"LARGEMOUTHBASS"
"PETER",1987,1987-05-31,151,"LARGEMOUTHBASS"
"PAUL",1987,1987-06-12,163,"LARGEMOUTHBASS"
"PAUL",1987,1987-06-12,163,"LARGEMOUTHBASS"
"PAUL",1987,1987-06-12,163,"LARGEMOUTHBASS"
"PETER",1987,1987-06-13,164,"LARGEMOUTHBASS"
"PETER",1987,1987-06-13,164,"LARGEMOUTHBASS"
"PAUL",1987,1987-06-13,164,"LARGEMOUTHBASS"
"PAUL",1987,1987-06-26,177,"LARGEMOUTHBASS"
"PAUL",1987,1987-06-26,177,"LARGEMOUTHBASS"
"PETER",1987,1987-06-27,178,"LARGEMOUTHBASS"
"PAUL",1987,1987-06-27,178,"LARGEMOUTHBASS"
"PETER",1987,1987-07-01,182,"LARGEMOUTHBASS"
"PETER",1987,1987-07-03,184,"LARGEMOUTHBASS"
"PETER",1987,1987-07-05,186,"LARGEMOUTHBASS"
"PETER",1987,1987-07-11,192,"LARGEMOUTHBASS"
"PAUL",1987,1987-07-12,193,"LARGEMOUTHBASS"
"PAUL",1987,1987-07-12,193,"LARGEMOUTHBASS"
"PETER",1987,1987-07-13,194,"LARGEMOUTHBASS"
"PETER",1987,1987-07-17,198,"LARGEMOUTHBASS"
"PETER",1987,1987-07-19,200,"LARGEMOUTHBASS"
"PETER",1987,1987-07-21,202,"LARGEMOUTHBASS"
"PETER",1987,1987-07-23,204,"LARGEMOUTHBASS"
"PAUL",1987,1987-07-24,205,"LARGEMOUTHBASS"
"PAUL",1987,1987-07-24,205,"LARGEMOUTHBASS"
"PETER",1987,1987-07-25,206,"LARGEMOUTHBASS"
"PETER",1987,1987-07-25,206,"LARGEMOUTHBASS"
"PETER",1987,1987-07-29,210,"LARGEMOUTHBASS"
"PETER",1987,1987-07-30,211,"LARGEMOUTHBASS"
"PETER",1987,1987-07-31,212,"LARGEMOUTHBASS"
"PETER",1987,1987-08-01,213,"LARGEMOUTHBASS"
"PETER",1987,1987-08-03,215,"LARGEMOUTHBASS"
"PETER",1987,1987-08-04,216,"LARGEMOUTHBASS"
"PETER",1987,1987-08-05,217,"LARGEMOUTHBASS"
"PETER",1987,1987-08-07,219,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-07,219,"LARGEMOUTHBASS"
"PETER",1987,1987-08-08,220,"LARGEMOUTHBASS"
"PETER",1987,1987-08-08,220,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-08,220,"LARGEMOUTHBASS"
"PETER",1987,1987-08-09,221,"LARGEMOUTHBASS"
"PETER",1987,1987-08-09,221,"LARGEMOUTHBASS"
"PETER",1987,1987-08-12,224,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-17,229,"LARGEMOUTHBASS"
"PETER",1992,1992-05-23,144,"BLUEGILL"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-05,157,"YELLOWPERCH"
"PAUL",1992,1992-05-23,144,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-31,213,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-04,156,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-19,140,"YELLOWPERCH"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-30,212,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"SMALLMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-07-16,198,"BLUEGILL"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
"PETER",1992,1992-05-23,144,"BLUEGILL"
WEST LONG,1992,1992-07-17,199,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
WEST LONG,1992,1992-05-20,141,"SMALLMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"BLUEGILL"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
EAST LONG,1992,1992-06-05,157,"BLUEGILL"
EAST LONG,1992,1992-08-13,226,"BLUEGILL"
WEST LONG,1992,1992-07-17,199,"SMALLMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-13,226,"BLUEGILL"
"PAUL",1992,1992-06-04,156,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-07-30,212,"BLUEGILL"
WEST LONG,1992,1992-05-16,137,"YELLOWPERCH"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-05-20,141,"BLUEGILL"
EAST LONG,1992,1992-07-06,188,"BLUEGILL"
EAST LONG,1992,1992-08-11,224,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-10,223,"BLUEGILL"
EAST LONG,1992,1992-08-10,223,"BLUEGILL"
WEST LONG,1992,1992-07-05,187,"SMALLMOUTHBASS"
"PETER",1992,1992-05-19,140,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-13,226,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-07-06,188,"BLUEGILL"
"PETER",1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1992,1992-06-20,172,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-20,141,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-07-30,212,"BLUEGILL"
WEST LONG,1992,1992-06-18,170,"SMALLMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"BLUEGILL"
"PETER",1992,1992-05-19,140,"BLUEGILL"
"PETER",1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-05-22,143,"BLUEGILL"
"PETER",1992,1992-05-19,140,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-05-20,141,"BLUEGILL"
EAST LONG,1992,1992-07-06,188,"BLUEGILL"
"PETER",1992,1992-05-21,142,"BLUEGILL"
"PETER",1992,1992-08-12,225,"BLUEGILL"
"PETER",1992,1992-08-12,225,"BLUEGILL"
"PETER",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PETER",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PETER",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-18,230,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PETER",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-19,231,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PAUL",1987,1987-08-20,232,"LARGEMOUTHBASS"
"PETER",1988,1988-05-15,136,"LARGEMOUTHBASS"
"PETER",1988,1988-05-15,136,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-16,137,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PETER",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-17,138,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-17,138,"LARGEMOUTHBASS"
"LONG",1988,1988-05-17,138,"LARGEMOUTHBASS"
"LONG",1988,1988-05-17,138,"LARGEMOUTHBASS"
"LONG",1988,1988-05-17,138,"SMALLMOUTHBASS"
"LONG",1988,1988-05-17,138,"YELLOWPERCH"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-18,139,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-19,140,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-19,140,"LARGEMOUTHBASS"
"PAUL",1988,1988-05-19,140,"LARGEMOUTHBASS"
"LONG",1988,1988-05-19,140,"SMALLMOUTHBASS"
"LONG",1988,1988-05-19,140,"YELLOWPERCH"
"LONG",1988,1988-05-19,140,"YELLOWPERCH"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PETER",1991,1991-08-24,236,"BLUEGILL"
"PAUL",1984,1984-07-02,184,"LARGEMOUTHBASS"
"PETER",1984,1984-07-16,198,"LARGEMOUTHBASS"
"PAUL",1984,1984-07-16,198,"LARGEMOUTHBASS"
"PAUL",1984,1984-07-02,184,"LARGEMOUTHBASS"
"PAUL",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PAUL",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PETER",1984,1984-07-02,184,"LARGEMOUTHBASS"
"PETER",1984,1984-07-02,184,"LARGEMOUTHBASS"
"PAUL",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PAUL",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PAUL",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PETER",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PETER",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PETER",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PETER",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PETER",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PETER",1984,1984-07-01,183,"LARGEMOUTHBASS"
"PAUL",1984,1984-06-30,182,"LARGEMOUTHBASS"
"PETER",1984,1984-06-30,182,"LARGEMOUTHBASS"
"PETER",1984,1984-06-30,182,"LARGEMOUTHBASS"
"PAUL",1984,1984-06-30,182,"LARGEMOUTHBASS"
"PAUL",1984,1984-05-31,152,"LARGEMOUTHBASS"
"PETER",1984,1984-06-20,172,"LARGEMOUTHBASS"
"PETER",1984,1984-05-31,152,"LARGEMOUTHBASS"
"PETER",1984,1984-05-31,152,"LARGEMOUTHBASS"
"PETER",1984,1984-05-31,152,"LARGEMOUTHBASS"
"PAUL",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PAUL",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PAUL",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PAUL",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PETER",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PETER",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PETER",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PETER",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PETER",1984,1984-05-29,150,"LARGEMOUTHBASS"
"PETER",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PETER",1984,1984-05-30,151,"LARGEMOUTHBASS"
"PETER",1984,1984-05-29,150,"LARGEMOUTHBASS"
"PETER",1984,1984-05-27,148,"LARGEMOUTHBASS"
"PETER",1984,1984-05-27,148,"LARGEMOUTHBASS"
"PAUL",1984,1984-05-27,148,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-17,199,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-19,140,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-30,212,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-17,199,"LARGEMOUTHBASS"
"PAUL",1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"SMALLMOUTHBASS"
"PAUL",1992,1992-07-30,212,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-04,156,"YELLOWPERCH"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-04,156,"YELLOWPERCH"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-19,140,"YELLOWPERCH"
WEST LONG,1992,1992-06-04,156,"YELLOWPERCH"
WEST LONG,1992,1992-07-31,213,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-19,140,"YELLOWPERCH"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-04,156,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
"LONG",1988,1988-05-19,140,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"LARGEMOUTHBASS"
"LONG",1988,1988-05-20,141,"LARGEMOUTHBASS"
"LONG",1988,1988-05-20,141,"LARGEMOUTHBASS"
"LONG",1988,1988-05-20,141,"SMALLMOUTHBASS"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-20,141,"YELLOWPERCH"
"LONG",1988,1988-05-21,142,"SMALLMOUTHBASS"
"LONG",1988,1988-05-21,142,"YELLOWPERCH"
"LONG",1988,1988-05-21,142,"YELLOWPERCH"
"LONG",1988,1988-05-21,142,"YELLOWPERCH"
"LONG",1988,1988-05-21,142,"PUMPKINSEED"
"LONG",1988,1988-05-22,143,"LARGEMOUTHBASS"
"LONG",1988,1988-05-22,143,"SMALLMOUTHBASS"
"LONG",1988,1988-05-22,143,"SMALLMOUTHBASS"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"LONG",1988,1988-05-22,143,"YELLOWPERCH"
"PETER",1988,1988-06-03,155,"LARGEMOUTHBASS"
"PETER",1988,1988-06-03,155,"LARGEMOUTHBASS"
"PETER",1988,1988-06-03,155,"LARGEMOUTHBASS"
"PAUL",1988,1988-06-03,155,"LARGEMOUTHBASS"
"LONG",1988,1988-06-04,156,"SMALLMOUTHBASS"
"LONG",1988,1988-06-04,156,"YELLOWPERCH"
"LONG",1988,1988-06-04,156,"YELLOWPERCH"
"PETER",1988,1988-06-18,170,"LARGEMOUTHBASS"
"PETER",1988,1988-06-18,170,"LARGEMOUTHBASS"
"PETER",1988,1988-06-18,170,"LARGEMOUTHBASS"
"PETER",1988,1988-06-18,170,"LARGEMOUTHBASS"
"LONG",1988,1988-06-18,170,"YELLOWPERCH"
"PAUL",1988,1988-06-19,171,"LARGEMOUTHBASS"
"PAUL",1988,1988-06-19,171,"LARGEMOUTHBASS"
"PAUL",1988,1988-06-19,171,"LARGEMOUTHBASS"
"LONG",1988,1988-06-19,171,"LARGEMOUTHBASS"
"LONG",1988,1988-06-19,171,"LARGEMOUTHBASS"
"LONG",1988,1988-06-19,171,"YELLOWPERCH"
"PAUL",1988,1988-06-27,179,"LARGEMOUTHBASS"
"PETER",1988,1988-06-28,180,"LARGEMOUTHBASS"
"PETER",1988,1988-06-28,180,"LARGEMOUTHBASS"
"PETER",1988,1988-06-28,180,"LARGEMOUTHBASS"
"PAUL",1988,1988-06-28,180,"LARGEMOUTHBASS"
"PETER",1988,1988-07-13,195,"LARGEMOUTHBASS"
"PETER",1988,1988-07-14,196,"LARGEMOUTHBASS"
"PETER",1988,1988-07-14,196,"LARGEMOUTHBASS"
