lakeid,lakename,year4,daynum,sampledate,areal_prod_mixed,vol_prod_mixed,areal_prod_pzone,vol_prod_pzone
"R","Peter Lake",1986,215,1986-08-03,280.2682,140.1341,595.6223,86.8616
"R","Peter Lake",1986,216,1986-08-04,294.4484,147.2242,648.1780,93.5515
"R","Peter Lake",1986,217,1986-08-05,307.2514,153.6257,671.9084,95.9869
"R","Peter Lake",1986,218,1986-08-06,304.3807,152.1904,618.6506,88.3787
"R","Peter Lake",1986,219,1986-08-07,299.4827,149.7413,579.4554,82.7793
"R","Peter Lake",1986,220,1986-08-08,318.6941,159.3471,653.4793,93.3542
"R","Peter Lake",1986,221,1986-08-09,326.8320,163.4160,695.1567,99.3081
"R","Peter Lake",1986,222,1986-08-10,317.2711,158.6355,599.6516,85.6645
"R","Peter Lake",1986,223,1986-08-11,336.7089,168.3544,702.8448,100.4064
"R","Peter Lake",1986,224,1986-08-12,341.6756,170.8378,703.0068,100.4295
"R","Peter Lake",1986,225,1986-08-13,339.3136,169.6568,671.0454,95.8636
"R","Peter Lake",1986,226,1986-08-14,261.6201,130.8100,419.4167,59.9167
"R","Peter Lake",1986,227,1986-08-15,337.8151,168.9076,667.8118,95.4017
"R","Peter Lake",1986,228,1986-08-16,338.0608,169.0304,678.3033,96.9005
"R","Peter Lake",1986,229,1986-08-17,337.7092,168.8546,685.2805,97.8972
"R","Peter Lake",1986,230,1986-08-18,337.0470,168.5235,698.9391,99.8484
"R","Peter Lake",1986,231,1986-08-19,336.1631,168.0816,697.4883,99.6412
"R","Peter Lake",1986,232,1986-08-20,356.3640,172.0378,610.5299,85.4742
"R","Peter Lake",1986,233,1986-08-21,446.2590,208.2542,876.1439,120.2551
"R","Peter Lake",1986,234,1986-08-22,364.9387,164.8110,545.1401,73.3843
"R","Peter Lake",1986,235,1986-08-23,562.7123,246.1866,1033.0480,136.4403
"R","Peter Lake",1986,236,1986-08-24,617.7139,262.0604,1079.4490,139.9286
"R","Peter Lake",1986,237,1986-08-25,671.6575,276.5648,1133.8000,144.3018
"R","Peter Lake",1986,238,1986-08-26,683.7175,273.4870,1071.7860,133.9732
"R","Peter Lake",1986,239,1986-08-27,728.4000,296.4419,1286.6670,160.8333
"R","Peter Lake",1986,240,1986-08-28,710.2490,294.1860,1292.3770,161.5471
"R","Peter Lake",1986,241,1986-08-29,690.2783,291.0812,1279.5180,159.9398
"R","Peter Lake",1986,242,1986-08-30,663.6714,285.0123,1218.5310,152.3164
"R","Peter Lake",1986,243,1986-08-31,648.5945,283.7601,1240.2620,155.0328
"R","Peter Lake",1986,244,1986-09-01,618.1301,275.5994,1166.5750,145.8219
"R","Peter Lake",1986,245,1986-09-02,603.2716,274.2144,1182.8590,147.8574
"R","Peter Lake",1987,146,1987-05-26,294.0612,130.6938,565.7808,75.4374
"R","Peter Lake",1987,147,1987-05-27,291.0359,129.3493,562.8717,75.0496
"R","Peter Lake",1987,148,1987-05-28,296.0952,131.5979,607.6761,81.0235
"R","Peter Lake",1987,149,1987-05-29,290.9160,129.2960,587.2639,78.3019
"R","Peter Lake",1987,150,1987-05-30,293.5331,130.4592,619.0763,82.5435
"R","Peter Lake",1987,151,1987-05-31,296.0826,131.5923,671.8363,89.5782
"R","Peter Lake",1987,152,1987-06-01,295.3068,131.2475,701.7999,93.5733
"R","Peter Lake",1987,153,1987-06-02,294.1438,130.7306,720.2502,96.0334
"R","Peter Lake",1987,154,1987-06-03,290.0659,129.3287,607.1909,81.4241
"R","Peter Lake",1987,155,1987-06-04,307.5801,137.5758,727.2078,98.0820
"R","Peter Lake",1987,156,1987-06-05,314.1156,140.9493,735.6166,99.7930
"R","Peter Lake",1987,157,1987-06-06,319.3347,143.7519,720.0494,98.2523
"R","Peter Lake",1987,158,1987-06-07,324.7542,146.6632,718.7139,98.6470
"R","Peter Lake",1987,159,1987-06-08,321.6871,145.7482,662.8496,91.5177
"R","Peter Lake",1987,160,1987-06-09,340.0940,154.5882,824.1943,114.4714
"R","Peter Lake",1987,161,1987-06-10,313.1225,141.8678,712.9064,98.4289
"R","Peter Lake",1987,162,1987-06-11,278.3947,125.7266,594.8040,81.6398
"R","Peter Lake",1987,163,1987-06-12,255.1345,114.8515,588.9841,80.3682
"R","Peter Lake",1987,164,1987-06-13,224.6549,100.8067,565.2540,76.6817
"R","Peter Lake",1987,165,1987-06-14,191.4012,85.6108,493.3221,66.5367
"R","Peter Lake",1987,166,1987-06-15,157.0062,70.0028,399.2272,53.5362
"R","Peter Lake",1987,167,1987-06-16,120.3482,53.4881,312.0905,41.6121
"R","Peter Lake",1987,168,1987-06-17,130.8949,57.2665,319.4960,42.5995
"R","Peter Lake",1987,169,1987-06-18,141.0975,60.7805,331.9699,44.2627
"R","Peter Lake",1987,170,1987-06-19,152.2534,64.5923,353.9130,47.1884
"R","Peter Lake",1987,171,1987-06-20,163.8870,68.4901,377.6586,50.3545
"R","Peter Lake",1987,172,1987-06-21,175.8050,72.3903,401.2506,53.5001
"R","Peter Lake",1987,173,1987-06-22,188.0069,76.2927,424.7029,56.6270
"R","Peter Lake",1987,174,1987-06-23,200.4924,80.1970,448.0286,59.7371
"R","Peter Lake",1987,175,1987-06-24,194.0073,78.7276,432.7739,57.7032
"R","Peter Lake",1987,177,1987-06-26,181.1050,75.6857,400.1771,53.3569
"R","Peter Lake",1987,178,1987-06-27,173.7709,73.7210,375.0165,50.0022
"R","Peter Lake",1987,179,1987-06-28,169.5930,73.0554,379.6660,50.6221
"R","Peter Lake",1987,180,1987-06-29,162.0927,70.9156,346.5545,46.2073
"R","Peter Lake",1987,181,1987-06-30,157.0770,69.8120,348.5648,46.4753
"R","Peter Lake",1987,182,1987-07-01,158.0065,70.2251,354.8773,47.3170
"R","Peter Lake",1987,183,1987-07-02,146.5443,66.1813,279.9781,36.9782
"R","Peter Lake",1987,184,1987-07-03,154.5049,70.9203,324.0423,42.3981
"R","Peter Lake",1987,185,1987-07-04,157.3827,73.4453,391.2586,50.7187
"R","Peter Lake",1987,186,1987-07-05,157.1182,74.5646,361.8060,46.4705
"R","Peter Lake",1987,187,1987-07-06,147.7297,71.3178,307.3423,39.1163
"R","Peter Lake",1987,188,1987-07-07,157.3140,77.2771,387.9771,48.9341
"R","Peter Lake",1987,189,1987-07-08,157.1703,78.5852,405.7286,50.7161
"R","Peter Lake",1987,190,1987-07-09,142.8151,71.4075,277.7017,34.8371
"R","Peter Lake",1987,191,1987-07-10,174.6254,87.3127,393.9230,49.5946
"R","Peter Lake",1987,192,1987-07-11,161.8786,80.9393,305.6860,38.6246
"R","Peter Lake",1987,193,1987-07-12,189.3644,94.6822,388.3579,49.2483
"R","Peter Lake",1987,194,1987-07-13,203.3098,101.6549,424.6666,54.0485
"R","Peter Lake",1987,195,1987-07-14,216.6682,108.3341,468.8654,59.8916
"R","Peter Lake",1987,196,1987-07-15,225.7301,112.8651,467.8604,59.9821
"R","Peter Lake",1987,197,1987-07-16,223.6189,111.8094,485.0952,62.5353
"R","Peter Lake",1987,198,1987-07-17,219.9370,109.9685,481.3639,62.3990
"R","Peter Lake",1987,199,1987-07-18,216.0946,108.0473,462.4843,60.2866
"R","Peter Lake",1987,200,1987-07-19,211.6805,105.8402,443.0914,58.0831
"R","Peter Lake",1987,201,1987-07-20,195.0722,97.5361,363.6972,47.9450
"R","Peter Lake",1987,202,1987-07-21,204.4491,102.2245,437.7054,58.0291
"R","Peter Lake",1987,203,1987-07-22,200.3770,100.1885,428.1309,57.0841
"R","Peter Lake",1987,204,1987-07-23,199.2328,96.1813,401.2480,52.4997
"R","Peter Lake",1987,205,1987-07-24,201.2083,93.8972,413.4587,53.1048
"R","Peter Lake",1987,206,1987-07-25,201.8992,91.1803,424.7192,53.5682
"R","Peter Lake",1987,207,1987-07-26,200.5071,87.7219,441.2703,54.6707
"R","Peter Lake",1987,208,1987-07-27,200.0972,84.8897,429.3919,52.2738
"R","Peter Lake",1987,209,1987-07-28,177.7996,73.2116,307.7733,36.8276
"R","Peter Lake",1987,210,1987-07-29,196.6243,78.6497,415.5405,48.8871
"R","Peter Lake",1987,211,1987-07-30,195.8596,79.4792,411.0609,48.5642
"R","Peter Lake",1987,212,1987-07-31,186.3371,76.7270,351.6865,41.7255
"R","Peter Lake",1987,213,1987-08-01,176.9552,73.9514,323.2860,38.5192
"R","Peter Lake",1987,214,1987-08-02,189.9982,80.6053,387.7552,46.3981
"R","Peter Lake",1987,215,1987-08-03,185.9087,80.0837,373.3937,44.8713
"R","Peter Lake",1987,216,1987-08-04,186.1010,81.4192,383.4583,46.2794
"R","Peter Lake",1987,217,1987-08-05,189.9138,84.4061,439.5934,53.2841
"R","Peter Lake",1987,218,1987-08-06,182.7522,82.5333,395.6701,48.8051
"R","Peter Lake",1987,219,1987-08-07,178.6072,81.9836,410.9231,51.5957
"R","Peter Lake",1987,220,1987-08-08,172.1552,80.3391,370.9048,47.4216
"R","Peter Lake",1987,221,1987-08-09,165.9794,78.7699,349.2386,45.4822
"R","Peter Lake",1987,222,1987-08-10,162.0187,78.2159,354.4524,47.0363
"R","Peter Lake",1987,223,1987-08-11,156.5538,76.9036,337.5657,45.6611
"R","Peter Lake",1987,224,1987-08-12,122.0443,61.0221,205.7876,28.3845
"R","Peter Lake",1987,225,1987-08-13,138.5119,68.0410,229.5520,31.2012
"R","Peter Lake",1987,226,1987-08-14,185.5506,89.5762,331.6996,44.4382
"R","Peter Lake",1987,227,1987-08-15,237.5864,112.7529,496.0552,65.5167
"R","Peter Lake",1987,228,1987-08-16,265.2779,123.7964,533.0021,69.4142
"R","Peter Lake",1987,229,1987-08-17,299.3048,137.3858,626.2682,80.4381
"R","Peter Lake",1987,230,1987-08-18,322.0541,145.4438,622.5047,78.8694
"R","Peter Lake",1987,231,1987-08-19,363.2154,161.4291,749.5461,93.6933
"R","Peter Lake",1987,232,1987-08-20,345.3695,155.9733,700.3587,87.5448
"R","Peter Lake",1987,233,1987-08-21,316.6563,145.3504,601.9645,75.2456
"R","Peter Lake",1987,234,1987-08-22,315.1393,147.0650,656.4595,82.0574
"R","Peter Lake",1987,235,1987-08-23,300.4093,142.5671,640.4484,80.0561
"R","Peter Lake",1987,236,1987-08-24,285.2392,137.7017,627.2049,78.4006
"R","Peter Lake",1987,237,1987-08-25,267.4353,131.3717,556.7719,69.5965
"R","Peter Lake",1987,238,1987-08-26,253.0650,126.5325,535.1859,66.8982
"R","Peter Lake",1987,239,1987-08-27,235.0211,117.5105,485.8311,60.7289
"R","Peter Lake",1987,240,1987-08-28,221.0896,110.5448,479.8761,59.9845
"R","Peter Lake",1987,241,1987-08-29,203.9077,101.9538,442.8809,55.3601
"R","Peter Lake",1987,242,1987-08-30,183.3088,91.6544,376.7351,47.0919
"R","Peter Lake",1987,243,1987-08-31,167.9989,83.9995,362.8267,45.3533
"R","Peter Lake",1987,244,1987-09-01,119.0495,59.5248,206.0455,25.7557
"R","Peter Lake",1987,245,1987-09-02,130.0311,65.0156,276.8055,34.6007
"R","Peter Lake",1987,246,1987-09-03,141.6470,70.8235,293.4764,36.7502
"R","Peter Lake",1987,247,1987-09-04,157.1182,78.5591,343.5173,43.0936
"R","Peter Lake",1987,248,1987-09-05,169.3937,84.6969,362.2757,45.5284
"R","Peter Lake",1987,249,1987-09-06,182.8266,91.4133,392.8147,49.4551
"R","Peter Lake",1987,250,1987-09-07,197.8971,98.9485,439.4408,55.4250
"R","Peter Lake",1987,251,1987-09-08,199.0558,99.5279,397.5443,50.2312
"R","Peter Lake",1988,145,1988-05-24,117.0460,46.8184,269.0671,37.1127
"R","Peter Lake",1988,146,1988-05-25,124.9192,49.9677,286.0415,39.2606
"R","Peter Lake",1988,147,1988-05-26,132.7391,53.0956,297.6685,40.6572
"R","Peter Lake",1988,148,1988-05-27,139.2769,55.7108,297.1881,40.3945
"R","Peter Lake",1988,149,1988-05-28,147.9734,59.1894,333.6624,45.1331
"R","Peter Lake",1988,150,1988-05-29,155.9295,62.3718,366.0005,49.2693
"R","Peter Lake",1988,151,1988-05-30,163.6090,65.4436,374.6581,50.1934
"R","Peter Lake",1988,152,1988-05-31,171.7466,68.6986,400.9242,53.4566
"R","Peter Lake",1988,153,1988-06-01,156.0064,63.3070,349.0435,46.5391
"R","Peter Lake",1988,154,1988-06-02,135.7817,55.9101,280.7844,37.4379
"R","Peter Lake",1988,155,1988-06-03,128.9142,53.8746,330.7558,44.1008
"R","Peter Lake",1988,156,1988-06-04,114.7847,48.6965,296.2358,39.4981
"R","Peter Lake",1988,157,1988-06-05,100.7293,43.3911,252.5687,33.6758
"R","Peter Lake",1988,158,1988-06-06,86.6052,37.8898,220.0748,29.3433
"R","Peter Lake",1988,159,1988-06-07,72.4552,32.2023,188.6239,25.1499
"R","Peter Lake",1988,160,1988-06-08,88.7176,38.8139,206.3333,27.4588
"R","Peter Lake",1988,161,1988-06-09,107.2875,46.2161,284.6155,37.8047
"R","Peter Lake",1988,162,1988-06-10,125.1435,53.0912,333.7704,44.2499
"R","Peter Lake",1988,163,1988-06-11,143.8339,60.1097,373.8784,49.4735
"R","Peter Lake",1988,164,1988-06-12,162.8732,67.0654,413.0532,54.5542
"R","Peter Lake",1988,165,1988-06-13,182.2440,73.9541,432.1608,56.9703
"R","Peter Lake",1988,166,1988-06-14,201.9037,80.7615,493.6371,64.9523
"R","Peter Lake",1988,167,1988-06-15,183.0275,74.9236,420.4767,54.9130
"R","Peter Lake",1988,168,1988-06-16,162.0769,67.9364,360.3843,46.7165
"R","Peter Lake",1988,169,1988-06-17,149.6656,64.2736,405.1177,52.1291
"R","Peter Lake",1988,170,1988-06-18,132.7340,58.4364,362.2158,46.2684
"R","Peter Lake",1988,171,1988-06-19,115.8571,52.3225,321.4132,40.7589
"R","Peter Lake",1988,172,1988-06-20,99.1131,45.9465,299.2663,37.6774
"R","Peter Lake",1988,173,1988-06-21,75.0602,35.7429,173.7220,21.7153
"R","Peter Lake",1988,174,1988-06-22,90.0643,43.4793,357.3309,45.8957
"R","Peter Lake",1988,175,1988-06-23,95.3158,46.6581,382.8038,50.5590
"R","Peter Lake",1988,176,1988-06-24,96.8854,48.0991,368.3945,50.0730
"R","Peter Lake",1988,177,1988-06-25,110.0270,55.4093,510.6375,71.4893
"R","Peter Lake",1988,178,1988-06-26,116.8145,59.6863,563.3801,81.3126
"R","Peter Lake",1988,179,1988-06-27,120.4190,62.4395,497.4293,74.0852
"R","Peter Lake",1988,180,1988-06-28,109.0266,57.3824,346.6398,53.3292
"R","Peter Lake",1988,181,1988-06-29,144.3419,70.6569,618.3290,93.4839
"R","Peter Lake",1988,182,1988-06-30,160.4505,73.4087,623.2700,92.6304
"R","Peter Lake",1988,183,1988-07-01,177.9509,76.4206,601.4099,87.8887
"R","Peter Lake",1988,184,1988-07-02,195.8134,79.2308,572.7568,82.3264
"R","Peter Lake",1988,185,1988-07-03,213.9352,81.8331,562.2509,79.5102
"R","Peter Lake",1988,186,1988-07-04,233.0120,84.5121,523.3851,72.8369
"R","Peter Lake",1988,187,1988-07-05,252.5534,87.0874,462.7628,63.3922
"R","Peter Lake",1988,188,1988-07-06,256.8478,92.6770,479.8169,66.1165
"R","Peter Lake",1988,189,1988-07-07,259.8760,98.3315,504.8257,69.9758
"R","Peter Lake",1988,190,1988-07-08,256.8008,102.1367,461.2885,64.3231
"R","Peter Lake",1988,191,1988-07-09,253.6575,106.3235,453.1145,63.5632
"R","Peter Lake",1988,192,1988-07-10,261.6490,115.9205,525.9736,74.2301
"R","Peter Lake",1988,193,1988-07-11,256.5118,120.5089,500.4677,71.0603
"R","Peter Lake",1988,194,1988-07-12,255.9521,127.9760,577.6691,82.5242
"R","Peter Lake",1988,195,1988-07-13,249.8626,124.9313,513.0106,73.5876
"R","Peter Lake",1988,196,1988-07-14,246.4406,123.2203,556.9778,80.2231
"R","Peter Lake",1988,197,1988-07-15,213.0318,106.5159,378.5220,54.7449
"R","Peter Lake",1988,198,1988-07-16,236.3800,118.1900,532.6360,77.3538
"R","Peter Lake",1988,199,1988-07-17,230.1724,115.0862,495.2336,72.2216
"R","Peter Lake",1988,200,1988-07-18,225.2140,112.6070,496.1281,72.6547
"R","Peter Lake",1988,201,1988-07-19,219.9851,109.9925,505.9239,74.4006
"R","Peter Lake",1988,202,1988-07-20,217.0753,109.3185,472.8327,69.2433
"R","Peter Lake",1988,203,1988-07-21,215.3307,109.2257,487.8086,71.1388
"R","Peter Lake",1988,204,1988-07-22,212.8128,108.7365,482.3972,70.0577
"R","Peter Lake",1988,205,1988-07-23,210.9050,108.5541,463.1283,66.9814
"R","Peter Lake",1988,206,1988-07-24,202.6826,105.0947,380.9053,54.8629
"R","Peter Lake",1988,207,1988-07-25,206.3905,107.8159,439.5015,63.0432
"R","Peter Lake",1988,208,1988-07-26,204.6909,107.7321,418.4951,59.7850
"R","Peter Lake",1988,209,1988-07-27,217.3851,109.4745,435.6990,61.8639
"R","Peter Lake",1988,210,1988-07-28,229.2572,110.6759,489.3817,69.0660
"R","Peter Lake",1988,211,1988-07-29,243.8837,113.0587,496.4641,69.6443
"R","Peter Lake",1988,212,1988-07-30,257.1835,114.6678,542.6691,75.6710
"R","Peter Lake",1988,213,1988-07-31,266.8210,114.5857,500.1109,69.3223
"R","Peter Lake",1988,214,1988-08-01,286.7015,118.7521,566.9214,78.1191
"R","Peter Lake",1988,215,1988-08-02,299.4225,119.7690,569.0074,77.9462
"R","Peter Lake",1988,216,1988-08-03,308.5226,118.0141,572.3403,77.7938
"R","Peter Lake",1988,217,1988-08-04,294.8545,108.0619,477.0993,64.3486
"R","Peter Lake",1988,218,1988-08-05,313.7126,110.3512,512.2621,68.5628
"R","Peter Lake",1988,219,1988-08-06,329.2074,111.3262,583.0557,77.4457
"R","Peter Lake",1988,220,1988-08-07,335.0447,109.0843,566.9402,74.7379
"R","Peter Lake",1988,221,1988-08-08,313.2041,98.3152,444.5591,58.1666
"R","Peter Lake",1988,222,1988-08-09,344.3395,104.3453,540.6270,70.2113
"R","Peter Lake",1988,223,1988-08-10,329.5383,105.8151,541.1034,71.5340
"R","Peter Lake",1988,224,1988-08-11,312.9221,106.8514,505.1714,68.0038
"R","Peter Lake",1988,225,1988-08-12,292.3289,106.5782,469.3259,64.3542
"R","Peter Lake",1988,226,1988-08-13,259.8712,101.6256,405.1217,56.6038
"R","Peter Lake",1988,227,1988-08-14,262.9978,110.9027,468.5032,66.7248
"R","Peter Lake",1988,228,1988-08-15,247.9220,113.4284,489.2127,71.0475
"R","Peter Lake",1988,229,1988-08-16,229.5769,114.7885,466.3294,69.0858
"R","Peter Lake",1988,230,1988-08-17,208.5105,104.2552,354.9630,51.8735
"R","Peter Lake",1988,231,1988-08-18,262.6021,131.3011,523.9269,75.5404
"R","Peter Lake",1988,232,1988-08-19,275.1329,137.5665,675.8533,96.1580
"R","Peter Lake",1988,233,1988-08-20,294.1970,147.0985,725.6889,101.9022
"R","Peter Lake",1988,234,1988-08-21,320.0551,160.0275,740.4504,102.6367
"R","Peter Lake",1988,235,1988-08-22,337.7938,168.8969,722.6335,98.8941
"R","Peter Lake",1988,236,1988-08-23,353.9764,176.9882,861.2960,116.3913
"R","Peter Lake",1988,237,1988-08-24,370.2603,182.5227,804.8414,108.1361
"R","Peter Lake",1988,238,1988-08-25,382.1573,185.7709,864.1020,115.4335
"R","Peter Lake",1988,239,1988-08-26,387.0892,185.5907,916.8029,121.7765
"R","Peter Lake",1988,240,1988-08-27,409.4818,193.6738,880.1121,116.2412
"R","Peter Lake",1988,241,1988-08-28,421.1745,196.5481,910.3735,119.5612
"R","Peter Lake",1988,242,1988-08-29,436.7240,201.1229,910.9032,118.9612
"R","Peter Lake",1988,243,1988-08-30,436.6172,198.4624,974.0775,126.5036
"R","Peter Lake",1988,244,1988-08-31,433.7236,203.3079,1003.3100,130.0186
"R","Peter Lake",1988,245,1988-09-01,448.1648,216.8539,925.0683,119.6209
"R","Peter Lake",1988,246,1988-09-02,442.8980,221.4490,1006.3000,129.8451
"R","Peter Lake",1988,247,1988-09-03,437.1938,226.1347,1044.4710,134.4812
"R","Peter Lake",1988,248,1988-09-04,394.8571,211.5306,767.4519,98.6020
"R","Peter Lake",1988,249,1988-09-05,430.0171,238.8984,1073.1130,137.5786
"R","Peter Lake",1989,143,1989-05-23,381.2849,200.6763,532.0845,88.6807
"R","Peter Lake",1989,144,1989-05-24,351.7577,183.7540,532.5826,87.7195
"R","Peter Lake",1989,145,1989-05-25,326.2429,169.1629,589.2025,95.9167
"R","Peter Lake",1989,146,1989-05-26,294.2118,151.4325,537.4059,86.4791
"R","Peter Lake",1989,147,1989-05-27,261.8821,133.8084,584.3127,92.9588
"R","Peter Lake",1989,148,1989-05-28,227.1036,115.1975,544.2469,85.6119
"R","Peter Lake",1989,149,1989-05-29,171.6416,86.4382,382.1472,59.4451
"R","Peter Lake",1989,150,1989-05-30,112.5791,56.2896,257.4250,39.6038
"R","Peter Lake",1989,151,1989-05-31,141.9340,70.9670,370.5395,57.6395
"R","Peter Lake",1989,152,1989-06-01,157.5823,78.7911,474.5599,74.6499
"R","Peter Lake",1989,153,1989-06-02,161.9917,80.9958,445.3248,70.8471
"R","Peter Lake",1989,154,1989-06-03,167.9101,83.9551,460.7137,74.1378
"R","Peter Lake",1989,155,1989-06-04,171.6295,85.8148,479.2866,78.0234
"R","Peter Lake",1989,156,1989-06-05,173.4691,86.7345,370.0573,60.9506
"R","Peter Lake",1989,157,1989-06-06,183.8029,91.9014,420.6565,70.1094
"R","Peter Lake",1989,158,1989-06-07,217.2495,112.6479,458.7023,75.5510
"R","Peter Lake",1989,159,1989-06-08,191.7034,103.2249,323.2312,52.6190
"R","Peter Lake",1989,160,1989-06-09,263.9521,147.8132,529.1136,85.1447
"R","Peter Lake",1989,161,1989-06-10,299.6284,174.7833,763.6628,121.4918
"R","Peter Lake",1989,162,1989-06-11,321.2658,195.5531,816.9271,128.5054
"R","Peter Lake",1989,163,1989-06-12,229.2009,145.8551,404.4518,62.9147
"R","Peter Lake",1989,164,1989-06-13,237.7068,158.4712,431.8673,66.4411
"R","Peter Lake",1989,165,1989-06-14,310.6779,197.7042,623.8605,98.1354
"R","Peter Lake",1989,166,1989-06-15,348.9752,212.4197,814.6882,131.0992
"R","Peter Lake",1989,167,1989-06-16,343.0426,200.1082,849.7838,139.9644
"R","Peter Lake",1989,168,1989-06-17,338.3934,189.5003,779.0681,131.4091
"R","Peter Lake",1989,169,1989-06-18,326.6194,175.8720,659.8090,114.0411
"R","Peter Lake",1989,170,1989-06-19,317.7789,164.7743,664.0858,117.6861
"R","Peter Lake",1989,171,1989-06-20,302.1710,151.0855,629.6125,114.4750
"R","Peter Lake",1989,172,1989-06-21,296.9318,148.4659,604.1344,108.4344
"R","Peter Lake",1989,173,1989-06-22,284.1964,142.0982,536.4269,95.0630
"R","Peter Lake",1989,174,1989-06-23,275.7862,137.8931,524.2303,91.7403
"R","Peter Lake",1989,175,1989-06-24,277.1881,138.5940,609.1757,105.2896
"R","Peter Lake",1989,176,1989-06-25,265.3190,132.6595,536.7397,91.6385
"R","Peter Lake",1989,177,1989-06-26,250.1832,125.0916,490.1318,82.6728
"R","Peter Lake",1989,178,1989-06-27,255.3565,127.6783,611.3347,101.8891
"R","Peter Lake",1989,179,1989-06-28,248.9992,124.4996,570.1325,94.4598
"R","Peter Lake",1989,180,1989-06-29,241.0814,120.5407,579.3241,95.4181
"R","Peter Lake",1989,181,1989-06-30,222.7583,111.3792,444.0482,72.7096
"R","Peter Lake",1989,182,1989-07-01,226.5829,113.2915,512.6475,83.4542
"R","Peter Lake",1989,183,1989-07-02,218.9243,109.4621,510.3292,82.5966
"R","Peter Lake",1989,184,1989-07-03,210.9254,105.4627,490.5631,78.9412
"R","Peter Lake",1989,185,1989-07-04,201.5352,100.7676,492.7285,78.8366
"R","Peter Lake",1989,186,1989-07-05,199.9690,99.9845,486.2652,77.3604
"R","Peter Lake",1989,187,1989-07-06,198.3925,99.1963,474.6056,75.0788
"R","Peter Lake",1989,188,1989-07-07,194.9823,97.4911,495.4118,77.9300
"R","Peter Lake",1989,189,1989-07-08,194.0448,97.0224,477.2872,74.6594
"R","Peter Lake",1989,190,1989-07-09,190.6437,95.3218,433.1477,67.3785
"R","Peter Lake",1989,191,1989-07-10,189.6410,94.8205,480.1267,74.2737
"R","Peter Lake",1989,192,1989-07-11,181.6000,90.8000,393.4679,60.5335
"R","Peter Lake",1989,193,1989-07-12,180.2360,90.1180,417.5970,63.8249
"R","Peter Lake",1989,194,1989-07-13,174.9835,87.4917,455.4391,69.1556
"R","Peter Lake",1989,195,1989-07-14,169.0139,84.5070,433.1685,65.3487
"R","Peter Lake",1989,196,1989-07-15,162.5210,81.2605,418.3288,62.7045
"R","Peter Lake",1989,197,1989-07-16,156.2139,78.1070,389.6662,58.0354
"R","Peter Lake",1989,198,1989-07-17,149.3925,74.6963,379.1172,56.1061
"R","Peter Lake",1989,199,1989-07-18,129.1123,64.5561,260.4373,38.2996
"R","Peter Lake",1989,200,1989-07-19,145.3845,71.4170,358.0828,52.4389
"R","Peter Lake",1989,201,1989-07-20,148.1628,71.5268,359.2551,52.3914
"R","Peter Lake",1989,202,1989-07-21,150.9483,71.6365,360.4274,52.3442
"R","Peter Lake",1989,203,1989-07-22,153.8806,71.8109,354.8290,51.3182
"R","Peter Lake",1989,204,1989-07-23,156.7102,71.9326,356.9426,51.4115
"R","Peter Lake",1989,205,1989-07-24,159.2715,71.9290,341.1856,48.9406
"R","Peter Lake",1989,206,1989-07-25,162.4712,72.2094,356.1003,50.8715
"R","Peter Lake",1989,207,1989-07-26,173.6684,78.4309,372.0344,53.4203
"R","Peter Lake",1989,208,1989-07-27,184.1743,84.5390,387.1994,55.8845
"R","Peter Lake",1989,209,1989-07-28,194.8738,90.9411,436.5327,63.3312
"R","Peter Lake",1989,210,1989-07-29,153.9398,73.0562,249.2484,36.3487
"R","Peter Lake",1989,211,1989-07-30,180.4980,87.1370,310.2306,45.4788
"R","Peter Lake",1989,212,1989-07-31,223.0172,109.5523,467.4028,68.8804
"R","Peter Lake",1989,213,1989-08-01,233.1837,116.5919,513.0658,76.0098
"R","Peter Lake",1989,214,1989-08-02,234.2900,115.0898,504.9792,74.4180
"R","Peter Lake",1989,215,1989-08-03,233.8701,112.9028,479.0177,70.2225
"R","Peter Lake",1989,216,1989-08-04,236.2498,112.1185,502.8849,73.3374
"R","Peter Lake",1989,217,1989-08-05,236.6335,110.4289,488.8794,70.9255
"R","Peter Lake",1989,218,1989-08-06,237.3718,108.9575,496.3432,71.6372
"R","Peter Lake",1989,219,1989-08-07,237.4454,107.2334,502.0750,72.0928
"R","Peter Lake",1989,220,1989-08-08,236.9680,105.3191,467.4081,66.7726
"R","Peter Lake",1989,221,1989-08-09,249.2742,112.5755,508.7768,71.5867
"R","Peter Lake",1989,222,1989-08-10,259.2195,118.9860,516.6375,71.6131
"R","Peter Lake",1989,223,1989-08-11,269.5027,125.7679,540.0161,73.7583
"R","Peter Lake",1989,224,1989-08-12,279.6128,132.6976,566.3233,76.2358
"R","Peter Lake",1989,225,1989-08-13,279.3968,134.8812,536.1703,71.1506
"R","Peter Lake",1989,226,1989-08-14,233.2518,114.5798,393.3281,51.4635
"R","Peter Lake",1989,227,1989-08-15,299.8044,149.9022,601.9855,77.6756
"R","Peter Lake",1989,228,1989-08-16,300.8623,148.8365,662.8800,86.4089
"R","Peter Lake",1989,229,1989-08-17,290.2318,142.0715,642.2905,84.5914
"R","Peter Lake",1989,230,1989-08-18,277.9694,134.6564,587.0742,78.1277
"R","Peter Lake",1989,231,1989-08-19,264.2158,126.6788,539.0168,72.4903
"R","Peter Lake",1989,232,1989-08-20,250.0863,118.6850,498.2297,67.7205
